Cena (USD->EUR kurss uz 2024-10-10);Saite;Kategorija;Marka un modelis;Gads;Valsts;Motorstundas (h);Jauda (zs);Piedziņa/Vilce
11920.11;https://www.mascus.com/agriculture/tractors/kubota-ek1-261/7mio9ffq.html;tractors;Kubota EK1261 minitractor NIEUW industriebanden;Netherlands;2024;1.0;;4 WD
59668.23;https://www.mascus.com/agriculture/tractors/new-holland-5/8q6timit.html;tractors;New Holland T 5.100 AKTION;Germany;2024;2.0;99.0;
60870.21;https://www.mascus.com/agriculture/tractors/john-deere-6230/dgcocsas.html;tractors;John Deere 6230;Portugal;2009;5301.0;100.0;
180394.19;https://www.mascus.com/agriculture/tractors/john-deere-215/gi6o4mhh.html;tractors;John Deere 6R 215;United Kingdom;2023;1100.0;;
1087.64;https://www.mascus.com/agriculture/tractors/david-brown/dndffqcu.html;tractors;David Brown;Denmark;;;;
60768.67;https://www.mascus.com/agriculture/tractors/john-deere-8520/7nhqeu5k.html;tractors;John Deere 8520;Poland;2002;7679.0;;
108450.02;https://www.mascus.com/agriculture/tractors/fendt-720-vario/8h6jcmcn.html;tractors;Fendt 720 Vario;Germany;2017;7000.0;209.0;4 WD
33377.4;https://www.mascus.com/agriculture/tractors/john-deere-7820/6ies8mam.html;tractors;John Deere 7820;Hungary;2006;26491.0;185.0;
35000.16;https://www.mascus.com/agriculture/tractors/john-deere-6910/bseu6mbt.html;tractors;John Deere 6910;Germany;2001;;140.0;
23644.46;https://www.mascus.com/agriculture/tractors/arbos-2040-euro-5/8gbkef9p.html;tractors;Arbos 2040 EURO 5;Finland;2023;;40.0;4 WD
57489.29;https://www.mascus.com/agriculture/tractors/massey-ferguson-4708/bkbfimfq.html;tractors;Massey Ferguson mf 4708 m kabine;Austria;2021;150.0;9.0;
32421.48;https://www.mascus.com/agriculture/tractors/new-holland-t-6-150/3m8hct7o.html;tractors;New Holland T6.150;United Kingdom;2013;;;
16232.24;https://www.mascus.com/agriculture/tractors/case-ih-5120/8rds9k3t.html;tractors;Case IH 5120 MAXXUM;France;1992;7000.0;90.0;4 WD
14304.86;https://www.mascus.com/agriculture/tractors/case-ih/8oatgqat.html;tractors;Case IH;Greece;1989;5600.0;95.0;
24347.9;https://www.mascus.com/agriculture/tractors/john-deere-6220/6uemim5p.html;tractors;John Deere 6220;Spain;2007;5800.0;2.0;
47579.81;https://www.mascus.com/agriculture/tractors/claas-elios-210/bj5r7j5r.html;tractors;CLAAS ELIOS 210 ADVANCED;Germany;2023;60.0;75.0;
78167.22;https://www.mascus.com/agriculture/tractors/john-deere-6170r-autoq-autotrac-ready/anijdt3r.html;tractors;John Deere 6170R AutoQ+ & Autotrac ready;Denmark;2014;5500.0;200.0;4 WD
88363.02;https://www.mascus.com/agriculture/tractors/john-deere-6210/ip5pdm6l.html;tractors;John Deere 6210R AutoQ & Autotrac;Denmark;2013;5135.0;240.0;4 WD
49072.68;https://www.mascus.com/agriculture/tractors/fendt-818-vario-tms/hr9f3kis.html;tractors;Fendt 818 Vario TMS;Poland;2006;15120.0;180.0;4 WD
1456319.5;https://www.mascus.com/agriculture/tractors/mitsubishi-mt-14/6t7mck8f.html;tractors;Mitsubishi MMT14;Hungary;1994;463.0;;4 WD
8175.12;https://www.mascus.com/agriculture/tractors/valmet-705/hfiocr7l.html;tractors;Valmet 705;Latvia;1987;;90.0;2 WD
14253.63;https://www.mascus.com/agriculture/tractors/john-deere-3640/ihaiij8k.html;tractors;John Deere 3640;Latvia;1985;;105.0;4 WD
108212.18;https://www.mascus.com/agriculture/tractors/john-deere-7290-r/eu6h3q3f.html;tractors;John Deere 7290R;United Kingdom;2019;6010.0;;
28271.26;https://www.mascus.com/agriculture/tractors/john-deere-5090-gf/hihq9oan.html;tractors;John Deere 5090 GF;United Kingdom;2018;5195.0;;
5158.28;https://www.mascus.com/agriculture/tractors/massey-ferguson-575/6fan3ofs.html;tractors;Massey Ferguson 575;Norway;1979;2890.0;;
45655.17;https://www.mascus.com/agriculture/tractors/john-deere-6145-r/fggqescr.html;tractors;John Deere 6145 R;United Kingdom;2017;11754.0;;
15116.24;https://www.mascus.com/agriculture/tractors/valtra-a-75/9pih6i9l.html;tractors;Valtra A75 4x2 + Fronthef VALMET;Netherlands;2006;12771.0;75.0;
79131.36;https://www.mascus.com/agriculture/tractors/deutz-fahr-agrotron-6175/7gbfcgdj.html;tractors;Deutz-fahr AGROTRON 6175 TTV;France;2018;4000.0;175.0;
35404.48;https://www.mascus.com/agriculture/tractors/basak-2075-bt/enag6thm.html;tractors;Basak 2075 BT;Sweden;2023;44.0;75.0;4 WD
15217.78;https://www.mascus.com/agriculture/tractors/ford-8340/hs3ncu5u.html;tractors;Ford 8340;Netherlands;1998;;120.0;4 WD
36004.56;https://www.mascus.com/agriculture/tractors/deutz-fahr-6150/ghfuij9j.html;tractors;Deutz-fahr 6150.4 Agrotron;France;2015;6668.0;140.0;4 WD
86131.03;https://www.mascus.com/agriculture/tractors/john-deere-6250-r/6jgs4ldm.html;tractors;John Deere 6250R;Germany;2017;8255.0;250.0;
69493.56;https://www.mascus.com/agriculture/tractors/claas-arion-510-cis/6f6k4mbp.html;tractors;CLAAS Arion 510 CIS Hexashift;Germany;2021;1355.0;125.0;
75242.76;https://www.mascus.com/agriculture/tractors/valtra-n-141/frbo4m6u.html;tractors;Valtra N 141;Austria;2011;5590.0;153.0;
136958.2;https://www.mascus.com/agriculture/tractors/fendt-826-vario/5t9nergt.html;tractors;Fendt 826 Vario;Netherlands;2015;5300.0;;
33377.4;https://www.mascus.com/agriculture/tractors/john-deere-6310/9qis4ncq.html;tractors;John Deere 6310;Germany;2001;13300.0;170.0;
135807.44;https://www.mascus.com/agriculture/tractors/new-holland-t7-270-ac/eg5p6obm.html;tractors;New Holland T7.270 AC;Denmark;2022;3089.0;270.0;4 WD
67464.64;https://www.mascus.com/agriculture/tractors/massey-ferguson-5710/4genflif.html;tractors;Massey Ferguson mf 5710 sl topline;Austria;2017;5250.0;102.0;
112152.92;https://www.mascus.com/agriculture/tractors/valtra-t234d-smarttouch-fin-valtra-t-234-direct/6haodqif.html;tractors;Valtra T234D SmartTouch Fin Valtra T 234 Direct;Denmark;2019;3400.0;235.0;4 WD
127275.57;https://www.mascus.com/agriculture/tractors/john-deere-6155-r/7tag4u9l.html;tractors;John Deere 6155R+FL;Sweden;2019;4050.0;;4 WD
94112.22;https://www.mascus.com/agriculture/tractors/case-ih-puma-175-cvx/ghbuer4i.html;tractors;Case IH Puma 175 CVX;Sweden;2019;3990.0;;4 WD
141016.03;https://www.mascus.com/agriculture/tractors/john-deere-6195-m/cfdk4n6k.html;tractors;John Deere 6195M **MIETRÜCKLÄUFER**;Germany;2023;483.0;;
109059.24;https://www.mascus.com/agriculture/tractors/case-ih-maxxum-150/fr5f7pdp.html;tractors;Case IH Maxxum 150CVX, suspension, GPS, only 165 hours!!;Netherlands;2022;165.0;180.0;4 WD
68055.57;https://www.mascus.com/agriculture/tractors/valtra-a-115/ctiqhoil.html;tractors;Valtra a 115;Austria;2023;5.0;117.0;
65435.73;https://www.mascus.com/agriculture/tractors/john-deere-7230-r/3t7qcjgn.html;tractors;John Deere 7230R Autopowr;Germany;2012;9250.0;230.0;4 WD
44637.97;https://www.mascus.com/agriculture/tractors/case-ih-farmall-75-a/4n5tfsap.html;tractors;Case IH Farmall 75 A;Germany;2023;110.0;75.0;
70979.11;https://www.mascus.com/agriculture/tractors/john-deere-6155-r/hp9o3ofh.html;tractors;John Deere 6155R;United Kingdom;2017;5600.0;;
64421.27;https://www.mascus.com/agriculture/tractors/claas-axos-40-advanced/asgmcpfi.html;tractors;CLAAS axos 40 advanced;Germany;2024;7.0;3.0;4 WD
27898.96;https://www.mascus.com/agriculture/tractors/new-holland-td-5010/eugk4kgr.html;tractors;New Holland TD 5010;Netherlands;2013;4924.0;;4 WD
21304.53;https://www.mascus.com/agriculture/tractors/same-dorado/cgcqcsep.html;tractors;Same Dorado 60;Italy;1998;4200.0;60.0;
66115.39;https://www.mascus.com/agriculture/tractors/valtra-n-154-d/igbjcmbq.html;tractors;Valtra N154D;Norway;2018;3358.0;165.0;
45145.66;https://www.mascus.com/agriculture/tractors/deutz-fahr-ttv-420-met-5945-uur/ff3fitis.html;tractors;Deutz-fahr TTV 420 met 5945 uur;Netherlands;2011;5945.0;;4 WD
147102.78;https://www.mascus.com/agriculture/tractors/claas-axion-850-cebis/chhpdidp.html;tractors;CLAAS Axion 850 Cebis;Poland;2023;981.0;253.0;4 WD
13173.31;https://www.mascus.com/agriculture/tractors/new-holland-boomer-25/ep4pdrgh.html;tractors;New Holland Boomer 25;United Kingdom;2021;3.0;;
34304.04;https://www.mascus.com/agriculture/tractors/john-deere-5055-e/8l9gefak.html;;;;;1563.0;;
136856.66;https://www.mascus.com/agriculture/tractors/fendt-828-s4-profi-plus/9qgo8f8o.html;tractors;Fendt 828 S4 PROFI PLUS;Germany;2019;4474.0;287.0;
106837.31;https://www.mascus.com/agriculture/tractors/john-deere-6130-r/6r4g6mao.html;tractors;John Deere 6130R;Austria;2021;2386.0;130.0;
110986.62;https://www.mascus.com/agriculture/tractors/claas-axion-830-cis/eg7naucm.html;tractors;CLAAS Axion 830 CIS;Latvia;2021;1574.0;228.0;4 WD
121740.42;https://www.mascus.com/agriculture/tractors/massey-ferguson-6-s/eghh9g7g.html;tractors;Massey Ferguson mf 6716 s dyna-vt efficient;Germany;2020;680.0;162.0;4 WD
9587.49;https://www.mascus.com/agriculture/tractors/kubota-b-20/fs7hdqgs.html;tractors;Kubota kb 205;Lithuania;2008;;20.0;
38449.69;https://www.mascus.com/agriculture/tractors/claas-arion-640/btcsfkbi.html;tractors;CLAAS Arion 640 Tractor;Romania;2011;7600.0;;
40755.77;https://www.mascus.com/agriculture/tractors/massey-ferguson-5435/dnhgap9m.html;tractors;Massey Ferguson 5435 En ejers traktor med fin frontlæsser på;Denmark;2011;3375.0;92.0;4 WD
38804.61;https://www.mascus.com/agriculture/tractors/claas-atos-220/iuhkfkdq.html;tractors;CLAAS Atos 220;Austria;2020;300.0;95.0;
45145.66;https://www.mascus.com/agriculture/tractors/kubota-m-4073/6p4rgk4f.html;tractors;Kubota M 4073;Estonia;2022;526.0;2.0;4 WD
66237.05;https://www.mascus.com/agriculture/tractors/new-holland-t-7-250-ac/cnhk6jfn.html;tractors;New Holland T 7.250 AC;Sweden;2011;7267.0;;4 WD
100435.89;https://www.mascus.com/agriculture/tractors/valtra-t-234-a/hg8q9ibt.html;tractors;Valtra T 234 A;Poland;2020;1251.0;235.0;
53261.32;https://www.mascus.com/agriculture/tractors/massey-ferguson-5710/af7ncn3p.html;tractors;Massey Ferguson 5710S Dyna4 met voorlader;Netherlands;2018;4461.0;95.0;4 WD
37435.23;https://www.mascus.com/agriculture/tractors/new-holland-t-5-105/8kfkdj6p.html;tractors;New Holland T 5.105;Germany;2013;6048.0;105.0;
47056.57;https://www.mascus.com/agriculture/tractors/deutz-fahr-5080d/4fiqeo4s.html;tractors;Deutz-fahr 5080D;Sweden;2024;4.0;76.0;4 WD
120840.3;https://www.mascus.com/agriculture/tractors/new-holland-t5-120-ec/hr7jgfag.html;tractors;New Holland T5.120 EC;Denmark;2023;;;4 WD
151044.43;https://www.mascus.com/agriculture/tractors/fendt-718-vario/8nathmfr.html;tractors;Fendt 718 VARIO GEN6 PROFI;Germany;2021;1035.0;184.0;
177030.65;https://www.mascus.com/agriculture/tractors/claas-axion-870-cmatic/6s9peghu.html;tractors;CLAAS Axion 870 Cmatic Cebis;Germany;2023;311.0;280.0;
108149.98;https://www.mascus.com/agriculture/tractors/john-deere-6215-r-ultimate/3jesih8s.html;tractors;John Deere 6215 R Ultimate;Czech Republic;2020;2800.0;224.0;4 WD
25362.36;https://www.mascus.com/agriculture/tractors/mccormick-mtx-140/8k8f3s9h.html;tractors;McCormick MTX 140;Germany;2001;11750.0;144.0;
131378.22;https://www.mascus.com/agriculture/tractors/fendt-314-power/6g6udgdo.html;tractors;Fendt 314 Power Vario TMS;Netherlands;2022;78.0;;
171800.11;https://www.mascus.com/agriculture/tractors/fendt-720-vario/hp3q9ler.html;tractors;Fendt 720 VARIO;Canada;2020;1950.0;185.0;4 WD
55696.38;https://www.mascus.com/agriculture/tractors/massey-ferguson-7624/5icnghhl.html;tractors;Massey Ferguson 7624;Finland;2012;10260.0;260.0;4 WD
1934.7;https://www.mascus.com/agriculture/tractors/john-deere-2440/clfn4gds.html;tractors;John Deere Nokian TRI2 440/80R28;Norway;2017;;;
46666.89;https://www.mascus.com/agriculture/tractors/deutz-fahr-agrotron-m-640/cuan7hgi.html;tractors;Deutz-fahr Agrotron M 640 Profiline;Germany;2008;4920.0;177.0;4 WD
375365.83;https://www.mascus.com/agriculture/tractors/john-deere-x-340/3s6h5tfp.html;tractors;John Deere 8RX340;Germany;2023;480.0;340.0;
26376.82;https://www.mascus.com/agriculture/tractors/new-holland-t-7-270/6jff5ubn.html;tractors;New Holland T 7.270;Greece;2015;;;
93841.46;https://www.mascus.com/agriculture/tractors/fendt-720-profi/8qgmfnbg.html;tractors;Fendt 720 Profi;Ireland;2013;5714.0;201.0;4 WD
78116.91;https://www.mascus.com/agriculture/tractors/john-deere-8230/3h3rafcf.html;tractors;John Deere 8230 Power Shift;Belgium;2009;6950.0;240.0;4 WD
82736.39;https://www.mascus.com/agriculture/tractors/claas-axion-850/fjelggcm.html;tractors;CLAAS Axion 850;Poland;2018;6369.0;;4 WD
7112.18;https://www.mascus.com/agriculture/tractors/other-kabina-new-holland-8930/ek8g6k3u.html;tractors;Kabina  New Holland 8930;Poland;2000;;;
67921.1;https://www.mascus.com/agriculture/tractors/john-deere-5115-m/4u9j8h8s.html;tractors;John Deere 5115M;Norway;2022;620.0;120.0;
67775.66;https://www.mascus.com/agriculture/tractors/deutz-fahr-5115/ek4t4nct.html;tractors;Deutz-fahr 5115 gs mit frontlader;Germany;2023;12.0;111.0;
13695.64;https://www.mascus.com/agriculture/tractors/kubota-gl-32/8r5f4n7m.html;tractors;Kubota GL320;Lithuania;;;;
118697.05;https://www.mascus.com/agriculture/tractors/john-deere-6195-r/amci3qht.html;tractors;John Deere 6195 R;Croatia;2019;3490.0;195.0;4 WD
53262.23;https://www.mascus.com/agriculture/tractors/john-deere-6105-r/hnbshr8n.html;tractors;John Deere 6105R 50 km;Norway;2015;2867.0;125.0;
5932.15;https://www.mascus.com/agriculture/tractors/massey-ferguson-590/fp3iak9h.html;tractors;Massey Ferguson 590;Norway;1981;6476.0;75.0;
7307.94;https://www.mascus.com/agriculture/tractors/nokian/in4gapem.html;tractors;Nokian;Norway;2019;;;
9637.81;https://www.mascus.com/agriculture/tractors/steyr-80/6j8haniq.html;tractors;Steyr 8065 Turbo smalspoor;Netherlands;1996;10290.0;56.0;
69330.73;https://www.mascus.com/agriculture/tractors/john-deere-6130/gkhngg3t.html;tractors;John Deere 6130M Hauer frontlift monteret;Denmark;2016;850.0;130.0;4 WD
18767.93;https://www.mascus.com/agriculture/tractors/mccormick-mtx-120/fsgh7nip.html;tractors;McCormick MTX 120;Germany;2006;;118.0;4 WD
183523.55;https://www.mascus.com/agriculture/tractors/case-ih-optum-300-cvx/4nii3nch.html;tractors;Case IH OPTUM 300 CVXDRIVE;Denmark;2021;1561.0;;4 WD
215944.12;https://www.mascus.com/agriculture/tractors/john-deere-330/5r8ufm5m.html;tractors;John Deere 7R 330;United Kingdom;2022;2185.0;330.0;
64421.27;https://www.mascus.com/agriculture/tractors/john-deere-6170-r/im6f3tfh.html;tractors;John Deere 6170 R AUTO POWR;Germany;2014;8260.0;197.0;
33478.94;https://www.mascus.com/agriculture/tractors/john-deere-510/fugj8rgf.html;tractors;John Deere 5100GN;Greece;2015;5363.0;100.0;
70929.71;https://www.mascus.com/agriculture/tractors/john-deere-6170-r/6oeu9mdf.html;tractors;John Deere 6170r;Germany;2014;4500.0;203.0;
3371.77;https://www.mascus.com/agriculture/tractors/massey-ferguson-165/8f5ghs9s.html;tractors;Massey Ferguson 165 Med Veto 900 fuldhydraulisk læsser med greb;Denmark;;6473.0;;2 WD
57480.15;https://www.mascus.com/agriculture/tractors/john-deere-5090-m/df5f5uhi.html;tractors;John Deere 5090M;Austria;2023;20.0;1.0;4 WD
147948.01;https://www.mascus.com/agriculture/tractors/valtra-n175-v/is4gcuir.html;tractors;Valtra N175;Austria;2024;;175.0;
123719.02;https://www.mascus.com/agriculture/tractors/valtra-t-235/gnisim8l.html;tractors;Valtra T235;Norway;2022;3953.0;250.0;
62899.12;https://www.mascus.com/agriculture/tractors/claas-axion-830-cebis/7r5p8raj.html;tractors;CLAAS Axion 830 Cebis;Poland;2016;6937.0;235.0;4 WD
60362.52;https://www.mascus.com/agriculture/tractors/claas-arion-650-cmatic/akap6f4o.html;tractors;CLAAS ARION 650 CMATIC;Germany;2015;6450.0;184.0;4 WD
71001.98;https://www.mascus.com/agriculture/tractors/claas-axion-810/3j3n3q3k.html;tractors;CLAAS Axion 810;Poland;2017;7134.0;;
35507.85;https://www.mascus.com/agriculture/tractors/new-holland-t-6-145/4p5j7ndg.html;tractors;New Holland T6.145;France;2020;2183.0;129.0;
191740.75;https://www.mascus.com/agriculture/tractors/case-ih-quadtrac-620/6mgo7o8g.html;tractors;Case IH Quadtrac 620;Germany;2019;4700.0;620.0;
40580.14;https://www.mascus.com/agriculture/tractors/massey-ferguson-5613/gick3geo.html;tractors;Massey Ferguson 5613;Italy;2015;8669.0;125.0;4 WD
228263.06;https://www.mascus.com/agriculture/tractors/new-holland-t-7-315-ac/blhg8s4u.html;tractors;New Holland t7.315 ac hd stufe 5;Germany;2023;750.0;317.0;4 WD
49710.26;https://www.mascus.com/agriculture/tractors/john-deere-8440/ag4fhf5j.html;tractors;John Deere 8440;Finland;1981;8200.0;;4 WD
34304.04;https://www.mascus.com/agriculture/tractors/valtra-6350/clbg6lbk.html;tractors;Valtra 6350 TwinTrac;Norway;2006;7760.0;101.0;
22826.67;https://www.mascus.com/agriculture/tractors/claas-nectis-227-ve/figoil8l.html;tractors;CLAAS NECTIS 227VE;Greece;2008;4035.0;68.0;
64724.97;https://www.mascus.com/agriculture/tractors/valtra-t-174/9sgo6o3t.html;tractors;Valtra T 174 VERSU;Finland;2016;9564.0;175.0;4 WD
102257.16;https://www.mascus.com/agriculture/tractors/massey-ferguson-7-s/iqctaqcu.html;tractors;Massey Ferguson MF7S.155;United Kingdom;2023;715.0;;
48189.03;https://www.mascus.com/agriculture/tractors/claas-arion-430/4f8f3k7m.html;tractors;CLAAS Arion 430;Hungary;2017;7443.0;110.0;
9563.71;https://www.mascus.com/agriculture/tractors/ford-6810/4mcuirej.html;tractors;Ford Tractor 6810 4WD;United Kingdom;;;;
22797.4;https://www.mascus.com/agriculture/tractors/bobcat-ct-2535/atfuck6g.html;tractors;Bobcat CT 2535;United Kingdom;2023;14.0;;
116668.13;https://www.mascus.com/agriculture/tractors/case-ih-magnum-340-cvx/aq9tbm5r.html;tractors;Case IH Magnum 340 CVX;Slovak Republic;2017;4160.0;340.0;4 WD
0.91;https://www.mascus.com/agriculture/tractors/case-ih-farmall-110-c/crdr8u7r.html;tractors;Case IH Farmall 110 C;United Kingdom;2024;;;4 WD
118216.8;https://www.mascus.com/agriculture/tractors/massey-ferguson-265/df4gameq.html;tractors;Massey Ferguson 8S.265 E-Power;Norway;2021;1730.0;265.0;
55290.23;https://www.mascus.com/agriculture/tractors/claas-arion-550/5l8ldk4m.html;tractors;CLAAS ARION 550;Germany;2015;5500.0;158.0;
147102.78;https://www.mascus.com/agriculture/tractors/john-deere-9630-t/ftanbk3q.html;tractors;John Deere 9630T;Lithuania;2011;6311.0;;
296235.38;https://www.mascus.com/agriculture/tractors/john-deere-350/7pcj6qdp.html;tractors;John Deere 7R 350 REAKTIVE LENKUNG!;Germany;2023;555.0;387.0;4 WD
182509.09;https://www.mascus.com/agriculture/tractors/claas-axion-870/8kdjet8m.html;tractors;CLAAS axion 870 cebis cmatic CMATIC CEBIS;Germany;2022;849.0;288.0;
160798.41;https://www.mascus.com/agriculture/tractors/fendt-724-vario/elgoii5m.html;tractors;Fendt 724 VARIO S4 PROFI PLUS;Germany;2018;3070.0;239.0;
130870.54;https://www.mascus.com/agriculture/tractors/claas-axion-870-cmatic/ci8pfmhh.html;tractors;CLAAS AXION 870 CMATIC CEBIS;Germany;2020;3159.0;295.0;
44131.2;https://www.mascus.com/agriculture/tractors/mb-trac-1500/8l3napet.html;tractors;MB Trac 1500;Netherlands;;7700.0;;4 WD
20451.07;https://www.mascus.com/agriculture/tractors/ford-6600/ggakil5s.html;tractors;Ford 6600;United Kingdom;1980;4030.0;;2 WD
80366.28;https://www.mascus.com/agriculture/tractors/john-deere-8285-r/dpin3o5u.html;tractors;John Deere 8285R;Poland;2013;;326.0;
65255.52;https://www.mascus.com/agriculture/tractors/massey-ferguson-7718/aqfgcq6r.html;tractors;Massey Ferguson 7718 Dyna-VT;Norway;2016;5370.0;192.0;
70508.02;https://www.mascus.com/agriculture/tractors/john-deere-7250-r/itgqhphj.html;tractors;John Deere 7250R;Germany;2017;7700.0;250.0;
24134.76;https://www.mascus.com/agriculture/tractors/ford-5610/hkardt3k.html;tractors;Ford 5610;Finland;1990;;;4 WD
130870.54;https://www.mascus.com/agriculture/tractors/claas-arion-660-cmatic/bt7rhldu.html;tractors;CLAAS arion 660 cmatic cebis CMATIC CEBIS;Germany;2023;950.0;;
67835.12;https://www.mascus.com/agriculture/tractors/massey-ferguson-5712/4ginii8g.html;tractors;Massey Ferguson 5712 Dyna4;Norway;2020;1900.0;125.0;
38551.22;https://www.mascus.com/agriculture/tractors/john-deere-6534-premium/5f6k4tcf.html;tractors;John Deere 6534 PREMIUM;France;2010;8800.0;;
102257.16;https://www.mascus.com/agriculture/tractors/jcb-220/9tcgbr7p.html;tractors;JCB 4220;United Kingdom;2021;5082.0;;
42102.28;https://www.mascus.com/agriculture/tractors/john-deere-6620/arbofofq.html;tractors;John Deere 6620;Germany;2001;8460.0;125.0;
47160.85;https://www.mascus.com/agriculture/tractors/john-deere-5100-r/4lcn4t3n.html;tractors;John Deere 5100R;Canada;2018;1291.0;;
108369.52;https://www.mascus.com/agriculture/tractors/challenger-mt-755-e/hpil5ocf.html;tractors;Challenger MT 755 E;Ukraine;2017;3690.0;360.0;
126812.71;https://www.mascus.com/agriculture/tractors/case-ih-puma-165/3o6qdn5s.html;tractors;Case IH Puma 165 CVX;Finland;2023;380.0;210.0;4 WD
