sep=;
category;technical_unit;mark;model;equipment_level;eps_lad_number;price;source;metadata
Traktori;Lauksaimniecības traktors;SONALIKA;SOLIS 26 9+9 4WD;Vidējais;TR-01-0000990;16500.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12914&page=107;{'aprikojuma_apraksts': 'frontālais iekrāvējs, priekšējā 3-punktu uzkare', 'dzinejs_jauda_zs': 25.0, 'dzinejs_cilindru_skaits': 3.0, 'ritenu_formula': 'kāpurķēžu', 'transmisija_parnesumu_skaits_uz_prieksu': 9.0, 'transmisija_parnesumu_skaits_atpakal': 9.0, 'transmisija_bezpakapju': 'Jā', 'hidrosukna_razigums_l_min': 17.8, 'uzkares_celtspeja_kg': 600.0}
Fermu aprīkojums un iekārtas;Novietnes aprīkojums;FESMA ALU 2;LVCB02BOT 52;Bāzes;FA-13-0000299;32196.27;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13034&page=107;{'aprikojuma_apraksts': '52 teļu būri ar metāla rāmi, plastikāta sienām, koka grīdu un plastmasas barošanas spainīšiem', 'dzivnieku_skaits_gab': 52.0, 'pielietojums_govim_vecums_menesos': 12.0, 'pielietojums_jaunlopiem_vecums_menesos': 1.0}
Fermu aprīkojums un iekārtas;Novietnes klimata aprīkojums;AGROZONA;WINDTEX ROLL UP/65;Bāzes;FA-14-0000137;9937.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13028&page=107;{'aprikojuma_apraksts': 'Fermas aizkari 3 komplekti. Materiāls caurspīdīgs. Mehāniska pacelšana, nolaišana. Stiprinājumi.', 'kopeja_nominala_jauda_kw': 1.0, 'dzivnieku_skaits_gab': 68.0, 'pielietojums_govim_vecums_menesos': 12.0, 'pielietojums_jaunlopiem_vecums_menesos': 6.0}
Fermu aprīkojums un iekārtas;Novietnes aprīkojums;FESMA ALU;GATE 35 PIPEVERT 69/54.;Bāzes;FA-13-0000301;51416.73;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13043&page=108;{'aprikojuma_apraksts': '69gb. cinkota metāla vārtiņi, 54m stacionāri norobežojumi', 'dzivnieku_skaits_gab': 150.0, 'pielietojums_govim_vecums_menesos': 18.0, 'pielietojums_jaunlopiem_vecums_menesos': 3.0}
Fermu aprīkojums un iekārtas;Novietnes aprīkojums;FESMA ALU;LVFB60DIA 48/151;Bāzes;FA-13-0000300;20727.04;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13040&page=108;{'aprikojuma_apraksts': 'Cinkots barības galda norobežojums 48 un 151m, nesošie stabiņi, stiprinājumi', 'dzivnieku_skaits_gab': 150.0, 'pielietojums_govim_vecums_menesos': 18.0, 'pielietojums_jaunlopiem_vecums_menesos': 3.0}
Kravu transportēšanas tehnika;Piekabe;ANDRAVA;BM 6;Bāzes;KT-01-0000564;12500.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13259&page=108;{'aprikojuma_apraksts': 'Izgāšana uz aizmuguri, grozāms sakabes āķis', 'ietilpiba_m3': 8.0, 'kravnesiba_kg': 6000.0, 'tips': 'dzīvnieku pārvadāšanas', 'asu_skaits_gab': 1.0, 'pilna_masa_kg': 7800.0}
Precīzās tehnoloģijas;Bezpilota gaisa kuģis;AUTEL ROBOTICS;EVO II DUAL (640T);Premium;PT-05-0000020;6500.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12956&page=108;{'aprikojuma_apraksts': 'EVO II DUAL drons ar termokameru, 4k stand. kamera, 640x512@30Hz termokamera, 7.9-inch OLED pults, ar 40 min. lidojuma ilgumu ar 1 bateriju, maks. lidojuma attālums - 15km,', 'maksimalais_lidojuma_ilgums_min': 38.0, 'baterijas_kapacitate_mah': 7100.0, 'kamera_lecas_skatu_lenkis_gradi': 85.0, 'kamera_attela_formats': 'JPG/DNG/JPG+DNG', 'kamera_attela_izskirtspeja': '8192*6144', 'kamera_video_formats': 'MP4/MOV (MPEG-4 AVC/H.264, HEVC/H.265)', 'kamera_video_izskirtspeja': '3840x2160', 'pilna_masa_kg': 1.15}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Transportieris;PRECO;S40L 13,9;Vidējais;RP-05-0000280;14606.4;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12226&page=108;{'aprikojuma_apraksts': '45 grādu līkuma sekcija. Nokrišņu nosegvāks motoram.', 'tips': 'Pašgājējs', 'darba_razigums_t_h': 50.0, 'piemerots_glabatuves_ietilpibai_t': 400.0}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Transportieris;PRECO;S40 8,9;Bāzes;RP-05-0000279;8509.3;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12225&page=108;{'aprikojuma_apraksts': 'Nokrišņu nosegvāks motoram.', 'tips': 'Pašgājējs', 'darba_razigums_t_h': 50.0, 'piemerots_glabatuves_ietilpibai_t': 400.0}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Transportieris;PRECO;S40L 27,4;Vidējais;RP-05-0000278;22630.8;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12224&page=108;{'aprikojuma_apraksts': '45 grādu līkuma sekcija. Dubultās iebires. Nokrišņu nosegvāks motoram.', 'tips': 'Pašgājējs', 'darba_razigums_t_h': 50.0, 'piemerots_glabatuves_ietilpibai_t': 400.0}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Transportieris;PRECO;K40 5,6;Bāzes;RP-05-0000277;6615.6;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12223&page=108;{'aprikojuma_apraksts': 'Nokrišņu nosegvāks motoram.', 'tips': 'Pašgājējs', 'darba_razigums_t_h': 50.0, 'piemerots_glabatuves_ietilpibai_t': 400.0}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Transportieris;PRECO;K40 9,5;Bāzes;RP-05-0000276;7564.9;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12222&page=108;{'aprikojuma_apraksts': 'Nokrišņu nosegvāks motoram.', 'tips': 'Pašgājējs', 'darba_razigums_t_h': 50.0, 'piemerots_glabatuves_ietilpibai_t': 400.0}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Graudu pieņemšanas piltuve;ZUMEC;Z1;Vidējais;RP-21-0000017;7289.13;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12216&page=108;{'aprikojuma_apraksts': 'Vārsts plūsmas regulēšanai.', 'ietilpiba_m3': 15.1, 'garums_mm': 6000.0, 'platums_mm': 2000.0, 'dzilums_mm': 3000.0, 'transportiera_razigums_t_h': 0.0, 'transportiera_jauda_kw': 0.0, 'transportiera_kopgarums_m': 0.0, 'transportiera_pienemsanas_dalas_garums_m': 0.0}
Sējas un stādāmā tehnika;Sējmašīna;AMAZONE;CATAYA 3000 SUPER;Premium;ST-01-0000862;56200.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12473&page=108;{'aprikojuma_apraksts': 'Diski, veltnis, sīksēklu sējmašīna. Gatavs datrbam ar GPS sekciju kontroli un precīzajā laukkopībā.', 'darba_platums_m': 3.0, 'nepieciesama_maksimala_traktora_jauda_zs': 130.0, 'tvertnes_tilpums_l_seklas': 830.0, 'tvertnes_tilpums_l_mineralmeslu': 0.0, 'darbibas_princips': 'mehāniskā', 'sesanas_iespejas': ['sēkla', 'sīksēklu aprīkojums'], 'pievienosanas_veids_traktoram': 'piekabināma'}
Augsnes apstrādes tehnika un iekārtas;Rugaines kultivators;ROL-EX;KBO -3;Bāzes;AA-07-0000543;8900.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13029&page=108;{'aprikojuma_apraksts': '11 zari 3 rindās, 8 izlīdzinošie diski, 500 mm cauruļu veltnis. Atsperu aizsardzība.', 'nepieciesama_maksimala_traktora_jauda_zs': 130.0, 'darba_platums_m': 3.0, 'pievienosanas_veids_traktoram': 'piekabināms', 'pilna_masa_kg': 1500.0}
Fermu aprīkojums un iekārtas;Ģenerators;CATERPILLAR;DE55E2;Premium;FA-20-0000029;17669.51;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12923&page=108;{'aprikojuma_apraksts': 'Izmešu norma EUII, C4.4 dzinējs,mikroprocesoru vadības panelis ar latviešu valodas interfeisu, skaņu izolējošs korpuss, iebūvēta degvielas tvertne,dzinēja bloka sildītājs,akumulatora lādētājs.', 'nominala_jauda_kw': 44.0, 'degvielas_veids': 'Cits', 'degvielas_veids_ja_atzimets_cits': 0, 'degvielas_paterins_l_h': 13.1, 'elektrofazu_skaits': 3.0, 'spriegums_v': 400.0, 'uztadisanas_veids': 'Pārvietojams', 'pilna_masa_kg': 1277.0}
Lopbarības sagatavošanas tehnika;Rituļu prese;KUBOTA;BV 5200;Vidējais;LS-06-0000164;58242.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12996&page=108;{'aprikojuma_apraksts': 'Mainīgās kameras prese, Centrālā eļļošana, 5 siksnas + 3 veltņi,  Ruļļu veidošana: 0,60 - 2,00 m, 450 mm diametra rotors ar 14 dubultajiem zariem un izturīgiem, robotiem sānu nažiem', 'nepieciesama_maksimala_traktora_jauda_zs': 80.0, 'pacelaja_platums_m': 2.2, 'preses_konstrukcija': 'bez smalcinātāja', 'presesanas_kamera': 'Siksnas/līstes', 'ritula_izmeri_m_platums': 1.2, 'ritula_izmeri_m_diametrs': 2000.0}
Lopbarības sagatavošanas tehnika;Rituļu prese;KUBOTA;BF 3255;Vidējais;LS-06-0000163;43645.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12995&page=108;{'aprikojuma_apraksts': 'Fiksētas kameras prese. Rituļu nomešanas rampa,  centralizēta eļļošana, automātiska ķēdes eļļošana, 17 veltņi, 14 smalcināšanas naži.', 'nepieciesama_maksimala_traktora_jauda_zs': 80.0, 'pacelaja_platums_m': 2.2, 'preses_konstrukcija': 'bez smalcinātāja', 'presesanas_kamera': 'Siksnas/līstes', 'ritula_izmeri_m_platums': 1.2, 'ritula_izmeri_m_diametrs': 1.25}
Fermu aprīkojums un iekārtas;Ganāmpulka vadības iekārta;ALLFLEX;SENSHUB DAIRY 50;Vidējais;FA-09-0000048;13500.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12984&page=108;{'aprikojuma_apraksts': 'Programmatūra SenseHub Dairy. SenseHub Controller EU. 50 kakla sensori cSense Flex Tag Complete TB un vidējais (Advanced) datu aplikācijas līmenis. Ražotāja garantija sensoriem 5 gadi.', 'ganampulka_dati_iespejamais_dzivnieku_skaits': 1000.0, 'ganampulka_dati': ['Dzīvnieku identifikācija', 'Ganāmpulka atražošana', 'Veterinārija'], 'papildfunkcijas': ['Govju aktivitātes uzraudzība', 'Ēšanas laika uzraudzība', 'Ruminācijas uzraudzība']}
Papildaprīkojums;Kauss;SONAROL;LK SNR 1500;Bāzes;PA-05-0000112;1470.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13053&page=108;{'aprikojuma_apraksts': 'Kauss ar dakšu satvērēju.', 'tips': 'skābbarības', 'griezejinstruments': ['pasīvais'], 'platums_mm': 1500.0, 'tilpums_m3': 1.0, 'celtspeja_kg': 780.0, 'pilna_masa_kg': 300.0, 'montazas_iespejas': 'uz frontālā iekrāvēja'}
Sējumu un stādījumu kopšanas tehnika;Laistīšanas iekārta;PIOGGIA CARNEVALI;C 650/12 63/200;Vidējais;SK-03-0000048;36000.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12515&page=108;{'aprikojuma_apraksts': 'Laistīšanas spole CARMOBIL MOD. 63/200 - SERIES C-650.\r\nMotor sūknis FPT F32MTX20 ROVATTI F34P125KAM .\r\nAprīkots ar sūcvadu un spiedvadu.\r\nTransporta izdevumi.', 'caurule_garums_m': 200.0, 'caurule_diametrs_mm': 63.0, 'izkliedes_platums_m': 45.0, 'sukna_razigums_l_min': 3333.0}
Fermu aprīkojums un iekārtas;Dzīvnieku labturības aprīkojums;BIG DUTCHMAN;WIPPE BIG TOY 40;Bāzes;FA-16-0000168;2678.4;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13009&page=108;{'aprikojuma_apraksts': 'Spēļu mantiņas 40 nobarojamo cūku aizgaldiem, dubultais stiprinājums ar cinkotu ķēdi - 20gab, koka klucis 80x100x120mm - 40gab, bumba 75mm - 40gab. Cenā iekļauta iekārtas piegāde un uzstādīšana.', 'kopeja_nominala_jauda_kw': 0.0}
Fermu aprīkojums un iekārtas;Automātiskais lopbarības izdalītājs;TRIOLIET TRIOMATIC;WP2 300 + T30;Vidējais;FA-17-0000037;510612.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13101&page=108;{'aprikojuma_apraksts': 'Robots izmanto nepārtrauktu elektroenerģijas padevi no pielāgotā sliedes ceļa; rupjās lopbarības tvertne 18 m3; mikroelementu tvertne; iebūvēti svari barības masas daudzuma noteikšanai.', 'kopeja_nominala_jauda_kw': 4.5, 'tvetrnes_tilpums_m3': 3.0, 'barojamo_govju_skaits_gab': 520.0, 'barojamo_grupu_skaits_gab': 6.0, 'izdales_veids': 'abpusējs'}
Papildaprīkojums;Kauss;METAL-TECHNIK;NT1600;Bāzes;PA-05-0000113;1384.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13058&page=109;{'aprikojuma_apraksts': 'Kauss ar satvērēju, EUR stiprinājumi', 'tips': 'skābbarības', 'platums_mm': 1600.0, 'tilpums_m3': 0.9, 'celtspeja_kg': 500.0, 'pilna_masa_kg': 319.0, 'montazas_iespejas': 'uz frontālā iekrāvēja'}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Graudu kalte;ALVAN BLANCH;DF17655;Vidējais;RP-01-0000134;149920.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12691&page=109;{'aprikojuma_apraksts': 'Graudu kalte ar rekuperācijas sistēmu, mobila, aprīkojums automātiskai iekraušanai/izkraušanai, iekraušanas tvertnes papildsekcija, izkraušanas transportiera pagarinājums 0.6m, putekļu sargi', 'darbibas_princips': 'porciju', 'darba_razigums_t_h': 19.0, 'ietilpiba_t': 10.0, 'kurinamais': ['gāze'], 'kurinamais_ja_atzimets_cits': 0, 'tips': 'mobila'}
Augsnes apstrādes tehnika un iekārtas;Ecēšas;AGRO;KAPLYS 12M;Bāzes;AA-04-0000229;22600.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13153&page=109;{'aprikojuma_apraksts': 'Darba ražīgums līdz 10 ha/st, darba dziļums 30-50mm.', 'nepieciesama_maksimala_traktora_jauda_zs': 140.0, 'darba_platums_m': 12.0, 'pievienosanas_veids_traktoram': 'piekabināmas', 'pilna_masa_kg': 4000.0}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Graudu glabātuve;PRADO;HS 24-11;Vidējais;RP-02-0000173;218623.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12580&page=109;{'aprikojuma_apraksts': 'Divu pašizteces graudu bunkuru komplekts ar aprīkojumu', 'ietilpiba_m3': 589.0, 'izmeri_m_diametrs': 7.28, 'izmeri_m_platums': 7.28, 'izmeri_m_garums': 7.28, 'izmeri_m_augstums': 18.95, 'tips': 'ekspedīcijas', 'izkrausanas_konusa_lenkis_gradi': 47.0}
Ražošanas resursu uzglabāšanas tvertnes;Šķidrumu uzglabāšanas tvertne;STALLKAMP;WHB14;Bāzes;UT-01-0000075;76797.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12839&page=109;{'aprikojuma_apraksts': 'Kūtsmēslu uzglabāšanas krātuve. Bruto tilpums: 1836m³. Diametrs 22,88m, augstums 4,47m. Ražots Vācijā.', 'tilpums_l': 1836000.0, 'uzglabajama_skidruma_veids': 'Ūdens', 'tvertnes_tips': 'Dubultsienas', 'tvertnes_materials': 'Polietilēns', 'diametrs_mm': 228800.0, 'platums_mm': 0.0, 'garums_mm': 0.0, 'augstums_mm': 447000.0}
Lopbarības sagatavošanas tehnika;Pļaujmašīna;POTTINGER;NOVACAT X8;Vidējais;LS-02-0000496;30900.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12898&page=109;{'aprikojuma_apraksts': '14.gab. diski ar 28.gab. pļaušanas nažiem, sijas atslogošana ar atsperēm, pļaušanas pēdas, sijas pastiprinājums', 'darba_platums_m': 8.3, 'nepieciesama_maksimala_traktora_jauda_zs': 140.0, 'griezejaparata_veids': 'izkapts', 'tips': 'nezāļu', 'pievienosanas_veids_traktoram': 'pašgājēja', 'zales_apstrade': 'bez zāles apstrādes'}
Lopbarības sagatavošanas tehnika;Pļaujmašīna;POTTINGER;NOVACAT X8 ED;Vidējais;LS-02-0000497;40900.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12903&page=109;{'aprikojuma_apraksts': '14.gab. diski ar 28.gab. pļaušanas naži, sijas atslogošana ar atsperēm', 'darba_platums_m': 8.3, 'nepieciesama_maksimala_traktora_jauda_zs': 170.0, 'griezejaparata_veids': 'izkapts', 'tips': 'nezāļu', 'pievienosanas_veids_traktoram': 'pašgājēja', 'zales_apstrade': 'bez zāles apstrādes'}
Augsnes apstrādes tehnika un iekārtas;Ecēšas;AGRO-MASZ;BM 90;Vidējais;AA-04-0000228;25915.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13136&page=109;{'aprikojuma_apraksts': 'Griezējdisku rinda 460 mm pirms ecēšām, Ecēšu zaru diametrs 16mm, Hidrauliski salokāmas,', 'nepieciesama_maksimala_traktora_jauda_zs': 210.0, 'darba_platums_m': 9.0, 'pievienosanas_veids_traktoram': 'piekabināmas', 'pilna_masa_kg': 2700.0}
Lopbarības sagatavošanas tehnika;Vālotājs/ārdītājs;RMG;GVR-6B;Vidējais;LS-03-0000287;6550.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13139&page=109;{'aprikojuma_apraksts': 'Vāla novietošana centrā, pārslēdzams uz ārdīšanas režīmu.Transportā hidrauliski paceļams. Piedziņa no jūgvārpstas 540apgr./min. Kardāns .', 'darba_platums_m': 6.0, 'rotoru_skaits': 2.0, 'nepieciesama_maksimala_traktora_jauda_zs': 40.0, 'darbibas_princips': 'ārdītājs', 'pievienosanas_veids_traktoram': 'piekabināms'}
Sējas un stādāmā tehnika;Sīksēklu sējmašīna;APV;PS 1600 M1;Vidējais;ST-06-0000073;19630.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13098&page=109;{'aprikojuma_apraksts': 'Papildaprīkojums: 1) precīzā tehnoloģija - GPS kustības sensors automātiski regulē devu atkarībā no ātruma; 2) 6.2 vadības bloks; 3) Atzīme par atļauju izmantot augu aizsardzības līdzekļiem.', 'tvertnes_tilpums_l': 1600.0, 'piedzinas_veids': 'Elektriskā', 'minimalais_darba_platums_m': 3.0, 'maksimalais_darba_platums_m': 12.0}
Traktori;Lauksaimniecības traktors;SONALIKA;SOLIS 26 4WD;Bāzes;TR-01-0001004;9450.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13144&page=109;{'aprikojuma_apraksts': 'Stūres pastiprinātājs viens pāris hidroizvadu aizmugurē', 'dzinejs_jauda_zs': 25.0, 'dzinejs_cilindru_skaits': 3.0, 'ritenu_formula': 'kāpurķēžu', 'transmisija_parnesumu_skaits_uz_prieksu': 6.0, 'transmisija_parnesumu_skaits_atpakal': 2.0, 'transmisija_bezpakapju': 'Nē', 'hidrosukna_razigums_l_min': 14.0, 'uzkares_celtspeja_kg': 600.0}
Ražas novākšanas tehnika;Graudaugu kombains;CLAAS;C320 V620;Vidējais;RN-01-0000351;228710.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13132&page=109;{'aprikojuma_apraksts': 'Dzenošā tilta riepas 800/65 R32, stūrējošā tilta riepas 500/70 R24, piekabes sakabe, automātiska, žalūzijas sānu logiem', 'motora_maksimala_jauda_zs': 231.0, 'hedera_platums_m': 6.2, 'hedera_tips': 'lentas', 'graudu_tvertnes_tilpums_l': 6500.0, 'kulsanas_veids': 'Rotora', 'gaitas_iekarta': 'Ķēdes'}
Fermu aprīkojums un iekārtas;Automātiskais lopbarības izdalītājs;GEA DAIRYFEED;FEEDING BUNKER;Vidējais;FA-17-0000038;37600.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13127&page=109;{'aprikojuma_apraksts': 'Automātiskā skāpbarības padeves Magazīna, Aprīkojums esošām un jaunām automātiskās barošanas virtuvēm. Aprīkots nerūsoša tērauda grīda, padeves transportieris un automātika. Montāža iekļauta cenā', 'kopeja_nominala_jauda_kw': 3.0, 'tvetrnes_tilpums_m3': 16.0, 'barojamo_govju_skaits_gab': 150.0, 'barojamo_grupu_skaits_gab': 1.0, 'izdales_veids': 'abpusējs'}
Kravu transportēšanas tehnika;Piekabe;KÖKSAL;HM 2-12;Vidējais;KT-01-0000558;19400.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13149&page=109;{'aprikojuma_apraksts': '2 asis, maksimālais pārvietošanās ātrums līdz 40 km/h, maksimālā kravnesība 12000 kg. Riepu izmērs 520/50-17. Stūrējošā priekšēja ass, bremzes, rullējams tents, graudu lūka.', 'ietilpiba_m3': 13.0, 'kravnesiba_kg': 12000.0, 'tips': 'dzīvnieku pārvadāšanas', 'asu_skaits_gab': 2.0, 'pilna_masa_kg': 15000.0}
Fermu aprīkojums un iekārtas;Dzīvnieku labturības aprīkojums;RITCHIE;WATER MATIC 150;Vidējais;FA-16-0000170;1774.32;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13161&page=109;{'aprikojuma_apraksts': 'Divas dzirdnes, divi sildelementi, 250w katrs. Dzirdnes parametri: garums 86,36 cm platums 35,56 cm kopējais augstums 60,96 cm, svars 22,68 kg.', 'kopeja_nominala_jauda_kw': 0.25}
Fermu aprīkojums un iekārtas;Šķidrmēslu separators;EYS;SP600;Bāzes;FA-22-0000004;30999.15;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13123&page=109;{'aprikojuma_apraksts': 'Separators SP600 kopā ar šķidrmēslu padeves sūkni 11 kw. Montāžas izmaksas nav iekļautas piedāvājumā.', 'piedzinas_jauda_kw': 5.5, 'maksimalais_darba_razigums_m3_h': 12.0, 'maksimalais_separeta_materiala_sausnas_saturs_prc': 25.0, 'izmeri_mm_platums': 1000.0, 'izmeri_mm_garums': 1850.0, 'izmeri_mm_augstums': 1200.0}
Fermu aprīkojums un iekārtas;Šķidrmēslu izvākšanas iekārta;EYS;3.6/3.0X2;Bāzes;FA-10-0000115;34265.38;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13117&page=109;{'aprikojuma_apraksts': 'Skrēperu platums 3,6 m un 3,0 m. Ķēdes garums katrai alejai 83,00 m. Mehāniska spriegošana. Vadības panelis. Montāža.', 'kopeja_nominala_jauda_kw': 0.75, 'parametri_pielaujamais_skidrmeslu_sausnas_saturs_prc': 89.0, 'parametri_raziba_m3_min': 0.5, 'parametri_tirisanas_laukums__garums_m2_m': 1094.0}
Sējumu un stādījumu kopšanas tehnika;Mulčeris;AGRIMASTER;KA 1750N;Premium;SK-05-0000370;8600.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=12799&page=109;{'aprikojuma_apraksts': 'Starprindu pļaušanas galva 80 cm diametrā ar neatkarīgu hidraulisko piedziņu, hidrauliska atdure ar regulējamu jūtību', 'darba_platums_m': 1.75, 'nepieciesama_maksimala_traktora_jauda_zs': 60.0, 'rotoru_skaits': 1.0, 'griezejaparata_tips': 'Cits', 'pievienosanas_veids_traktoram': 'piekabināms', 'pilna_masa_kg': 540.0}
Lauksaimniecības produkcijas pirmapstrādes un uzglabāšanas tehnika;Graudu dzirnavas;ROMILL;S300;Vidējais;RP-03-0000050;19110.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=11964&page=109;{'aprikojuma_apraksts': 'Romill graudu drupinātās/dzirnavas. Valčiem dažāds ātrums', 'darba_razigums_kg_h': 2600.0, 'maksimala_elektromotora_jauda_kw': 18.5, 'tips': 'placinātājs', 'amurinu__valcu_skaits': 2.0, 'pilna_masa_kg': 478.0}
Papildaprīkojums;Frontālā tvertne;BEDNAR;FERTI BOX FB 2000 F;Premium;PA-14-0000017;40000.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13151&page=109;{'aprikojuma_apraksts': 'ISOBUS vadība, Atbalsta mainīgās devas, spiediena tvertne, transporta gaismas', 'tilpums_l_sekla': 1900.0, 'tilpums_l_mineralmesli': 0.0, 'tilpums_l_skidrums': 0.0, 'uzglabajama_materiala_veids': ['Sēkla', 'Minerālmēsli'], 'tvertnes_materials': 'Polietilēns'}
Fermu aprīkojums un iekārtas;Novietnes aprīkojums;ROLSTAL;XII-44;Bāzes;FA-13-0000296;11665.14;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13002&page=110;{'aprikojuma_apraksts': 'Liellopu Guļvietu karsti cinkoti norobežojošie dzelži 44 vietām, ar pēdu. Skavas, skausta stienis, montāžas uzlikas, caurules savienojumi, stiprinājumi, uzstādīšana, transports', 'dzivnieku_skaits_gab': 44.0, 'pielietojums_govim_vecums_menesos': 12.0, 'pielietojums_jaunlopiem_vecums_menesos': 9.0}
Fermu aprīkojums un iekārtas;Guļvietu aprīkojums;ROLSTAL;XII - 68;Bāzes;FA-12-0000104;12912.89;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13004&page=110;{'aprikojuma_apraksts': 'Guļvietu norobežojošie loki 68 vietām, ar pēdu. Karsti cinkoti. Skavas, skausta stienis, montāžas uzlikas, caurules savienojumi, stiprinājumi, uzstādīšana, transports.', 'dzivnieku_skaits_gab': 68.0, 'gulvietas_platums_mm': 120.0, 'pielietojums_govim_vecums_menesos': 12.0, 'pielietojums_jaunlopiem_vecums_menesos': 9.0}
Traktori;Lauksaimniecības traktors;CASE;PUMA 240;Vidējais;TR-01-0001005;199000.0;https://eps.lad.gov.lv/show_etk_public?action=index&controller=catalog_entries_public&id=13166&page=110;{'aprikojuma_apraksts': 'Dzinējs FPT 6,7 L , Priekšējā tilta amortizācija, Kabīnes amortizācija, Krāsains vadības terminālis, Bākuguns, Darba apgaismojuma komplekts, ISOBUS savienojums,Piekabes sakabes,GPS stūtēšana', 'dzinejs_jauda_zs': 240.0, 'dzinejs_cilindru_skaits': 6.0, 'ritenu_formula': 'kāpurķēžu', 'transmisija_parnesumu_skaits_uz_prieksu': 1.0, 'transmisija_parnesumu_skaits_atpakal': 1.0, 'transmisija_bezpakapju': 'Jā', 'hidrosukna_razigums_l_min': 170.0, 'uzkares_celtspeja_kg': 10463.0}
